post_id,musician_screen_name,post_created_at,musician_post,musician_post_hashtags,musician_post_mentions,musician_post_favorite_count,musician_post_retweet_count
1113215366480584704,Baka_Not_Nice,Tue Apr 02 23:03:20 +0000 2019,RT @TimWestwood: Only talk to bosses! @Baka_Not_Nice  #TimWestwoodTV @CapitalXTRA https://t.co/aWXpgrdwD7,#TimWestwoodTV#,@TimWestwood@Baka_Not_Nice@CapitalXTRA@,0,3
1113215308611805185,Baka_Not_Nice,Tue Apr 02 23:03:06 +0000 2019,SHELLINGS https://t.co/cVsSOShYN7,#,@,28,3
1111289834256113664,Baka_Not_Nice,Thu Mar 28 15:31:57 +0000 2019,RT @linkuptv: ~  NEW: @Baka_Not_Nice releases brand new track ‘My Town’ ft. @officialgiggs - https://t.co/WWOfG2RUlh,#,@linkuptv@Baka_Not_Nice@officialgiggs@,0,4
1111289761250099201,Baka_Not_Nice,Thu Mar 28 15:31:40 +0000 2019,"RT @pandoramusic: Toronto rapper @Baka_Not_Nice has offered up his new EP ‘no long talk.’ It’s anchored by “My Town,” a collaboration with…",#,@pandoramusic@Baka_Not_Nice@,0,2
1111287426293604352,Baka_Not_Nice,Thu Mar 28 15:22:23 +0000 2019,RT @OVOSound: no long talk. @Baka_Not_Nice https://t.co/DAGVJBQcAR https://t.co/sTU5CAmbPt,#,@OVOSound@Baka_Not_Nice@,0,145
1110579449416704001,Baka_Not_Nice,Tue Mar 26 16:29:08 +0000 2019,RT @ifeanyi_obanye: @Baka_Not_Nice Bangers only 😤😤😤,#,@ifeanyi_obanye@Baka_Not_Nice@,0,1
1110576297997012995,Baka_Not_Nice,Tue Mar 26 16:16:37 +0000 2019,"NEW MUSIC NEW ENERGY

WHO FKN WITH #NOLONGTALK? 😈🚫

LISTEN  https://t.co/QU6gIdxt7e https://t.co/YsNA9edpfd",#NOLONGTALK#,@,82,27
1110240336494747649,Baka_Not_Nice,Mon Mar 25 18:01:38 +0000 2019,"no long talk.

Spotify- https://t.co/4xhKsZi9EI
Apple Music- https://t.co/p6hl8lEbdh
Tidal- https://t.co/WPdLZ4QR7y… https://t.co/nS9d96hrrb",#,@,12,4
1110236745444933632,Baka_Not_Nice,Mon Mar 25 17:47:21 +0000 2019,"NO LONG TALK MERCH AVAILABLE NOW

https://t.co/RmhTxX4duu https://t.co/pojByqB4KZ",#,@,93,9
1110234776248541184,Baka_Not_Nice,Mon Mar 25 17:39:32 +0000 2019,"30 VIDEO OUT NOW

https://t.co/T256cah5Hy",#,@,32,14
1109229131315609600,Baka_Not_Nice,Fri Mar 22 23:03:28 +0000 2019,RT @XXL: .@Baka_Not_Nice's ‘No Long Talk’ https://t.co/8LQrfF06SD https://t.co/tYKrTPghRZ,#,@XXL@Baka_Not_Nice@,0,10
1109228865186979840,Baka_Not_Nice,Fri Mar 22 23:02:24 +0000 2019,https://t.co/nolEJC6kDn https://t.co/tyZiKf3WBL,#,@,12,3
1109228548911296512,Baka_Not_Nice,Fri Mar 22 23:01:09 +0000 2019,RT @ItsMetroBoy: @Baka_Not_Nice @WordOnRd All 3 songs 😤🔥🔥🔥,#,@ItsMetroBoy@Baka_Not_Nice@WordOnRd@,0,1
1109228524563361793,Baka_Not_Nice,Fri Mar 22 23:01:03 +0000 2019,"RT @Big_DZU: #NowPlaying ""My Town (feat. Giggs)"" by Baka Not Nice on @TIDAL 

 https://t.co/0SGafJGPDL shit knock ⁦@Baka_Not_Nice⁩ 🔥🔥🔥",#NowPlaying#,@Big_DZU@TIDAL@Baka_Not_Nice@,0,2
1109219172116918272,Baka_Not_Nice,Fri Mar 22 22:23:53 +0000 2019,"RT @ComplexMusic: 🗣 NEW @Baka_Not_Nice

@OVOSound's Baka Not Nice drops his 'no long talk.' EP: https://t.co/4E7ohaT3v4 https://t.co/dpUzO4…",#,@ComplexMusic@Baka_Not_Nice@OVOSound@,0,41
1121787998054617090,carliehanson,Fri Apr 26 14:47:55 +0000 2019,Fuck me up! No i don’t mind 🤩 https://t.co/TtY7UMTpLb,#,@,17,5
1121770459576586246,carliehanson,Fri Apr 26 13:38:13 +0000 2019,RT @Amypanda07: stream back in my arms by @carliehanson,#,@Amypanda07@carliehanson@,0,2
1121770451309559808,carliehanson,Fri Apr 26 13:38:11 +0000 2019,RT @barbras_mall: OH MY GOD @carliehanson back in my arms is SO GOOD,#,@barbras_mall@carliehanson@,0,2
1121770256639365121,carliehanson,Fri Apr 26 13:37:25 +0000 2019,RT @_abbyrouse: Um hi go listen to @carliehanson’s new song Back In My Arms because WOW BOP.,#,@_abbyrouse@carliehanson@,0,4
1121628265553117186,carliehanson,Fri Apr 26 04:13:12 +0000 2019,"BACK IN MY ARMS IS OUT I PUT MY WHOLE HEART INTO THIS SONG I LOVE YOU ❤️ ❤️ 
written by @MitchAllan @Mphazes Steph… https://t.co/OQLPGoQ25c",#,@MitchAllan@Mphazes@,119,47
1121626546219806720,carliehanson,Fri Apr 26 04:06:22 +0000 2019,"RT @heyitsbrendz: STREAM #BACKINMYARMS
STREAM #BACKINMYARMS
STREAM #BACKINMYARMS
EVERYWHERE OUT NOW! 💕
@carliehanson 🔥🔥🔥
https://t.co/uiJMS…",#BACKINMYARMS#BACKINMYARMS#BACKINMYARMS#,@heyitsbrendz@carliehanson@,0,7
1121625950389555201,carliehanson,Fri Apr 26 04:04:00 +0000 2019,RT @Iottalove: @carliehanson imm already so in luv with this https://t.co/wQZ2YwRB9F,#,@Iottalove@carliehanson@,0,4
1121625942462353408,carliehanson,Fri Apr 26 04:03:58 +0000 2019,RT @jacobbwelch: @carliehanson IM SCREAMINF https://t.co/gxFdYI8MqK,#,@jacobbwelch@carliehanson@,0,3
1121625932119171074,carliehanson,Fri Apr 26 04:03:55 +0000 2019,RT @thejosienelson: ohhhhhhh she’s fire wow @carliehanson https://t.co/5Pk8jCwBAo,#,@thejosienelson@carliehanson@,0,5
1121624992402141185,carliehanson,Fri Apr 26 04:00:11 +0000 2019,https://t.co/zywLpo2Ao9,#,@,128,20
1121624929927983104,carliehanson,Fri Apr 26 03:59:56 +0000 2019,I PUT MY WHOLE FUCKING HEART INTO THIS SONG I HOPE YOU LOVE IT AS MUCH AS I DO ALSO THERES A VERTICAL VIDEO TOO HAHAHAHAHA OKG INHAGE TO GO,#,@,189,24
1121624753121267714,carliehanson,Fri Apr 26 03:59:14 +0000 2019,1 MINUTRUEEUEEEEEE,#,@,57,7
1121624730799202305,carliehanson,Fri Apr 26 03:59:09 +0000 2019,INREALLY THINK THIS IS MY TIMEI HAVE. TO SHIT,#,@,51,5
1121624653041004544,carliehanson,Fri Apr 26 03:58:50 +0000 2019,YOU GUYS INLOCENYOUSKSKSKSKAKAKSKSK,#,@,63,6
1121624567837908993,carliehanson,Fri Apr 26 03:58:30 +0000 2019,IM SHITTTTINGGGGGGFGGGG,#,@,56,5
1121622862048006145,carliehanson,Fri Apr 26 03:51:43 +0000 2019,9 MINUTES I REPEAT 9. MINUTE.,#,@,89,9
1121622797082488833,carliehanson,Fri Apr 26 03:51:28 +0000 2019,"RT @callmeclyde101: Got to see @carliehanson for the first time tonight, phenomenal 🙏 https://t.co/kMW2H5lbOJ",#,@callmeclyde101@carliehanson@,0,2
1121622775209181184,carliehanson,Fri Apr 26 03:51:23 +0000 2019,RT @hiiitsskylar: @carliehanson #backinmyarms is the bomb 🔥,#backinmyarms#,@hiiitsskylar@carliehanson@,0,2
1121622747275124736,carliehanson,Fri Apr 26 03:51:16 +0000 2019,"RT @itszachymorris: i just noticed that @carliehanson new single is releasing in the next hour,YES!! https://t.co/4sbOm2afKA",#,@itszachymorris@carliehanson@,0,3
1121615410586169344,carliehanson,Fri Apr 26 03:22:07 +0000 2019,RT @stelllasharp: 10/10 would recommend seeing @carliehanson and @badsuns live,#,@stelllasharp@carliehanson@badsuns@,0,8
1115671470137585664,Damonalbarn,Tue Apr 09 17:43:01 +0000 2019,"RT @goodbadqueen: Norwich, you're up first, see you on Friday.
Cardiff, Sheffield, Manchester, Liverpool and London, not long now...
Last r…",#,@goodbadqueen@,0,30
1111788779906523136,Damonalbarn,Sat Mar 30 00:34:35 +0000 2019,Rare treat of @blurofficial Clover Over Dover @WFculture19 @africaexpress  @LCGCtweets @rokiatraore https://t.co/fvaFRD86rG,#,@blurofficial@WFculture19@africaexpress@LCGCtweets@rokiatraore@,2142,522
1111676773421465600,Damonalbarn,Fri Mar 29 17:09:31 +0000 2019,"RT @goodbadqueen: 2 WEEKS TO GO!
Get your tickets now: https://t.co/9RMGT8afSC https://t.co/XGlso9H73I",#,@goodbadqueen@,0,21
1111218563606609920,Damonalbarn,Thu Mar 28 10:48:45 +0000 2019,RT @goodbadqueen: Getting ready to hit the road… who’s coming? https://t.co/Evczb02hVG,#,@goodbadqueen@,0,121
1109156205874819073,Damonalbarn,Fri Mar 22 18:13:41 +0000 2019,"RT @goodbadqueen: It's the Paul &amp; Damon Radio Show on @BBC6Music ! 
Sitting in for @IggyPop tonight from 7pm 
📻https://t.co/QYxEWpbSBW http…",#,@goodbadqueen@BBC6Music@IggyPop@,0,115
1109107451490652161,Damonalbarn,Fri Mar 22 14:59:57 +0000 2019,"RT @africaexpress: Africa Express is excited to share ‘MOLO’ out now on all platforms! 

A 4 track EP created in Johannesburg during a week…",#,@africaexpress@,0,65
1109089505104093184,Damonalbarn,Fri Mar 22 13:48:38 +0000 2019,MOLO - the Xhosa word for Hello -  is the name of a new 4 track EP out now on @africaexpress available on all platf… https://t.co/yOseFapBTR,#,@africaexpress@,545,119
1105162470774263808,Damonalbarn,Mon Mar 11 17:44:00 +0000 2019,"RT @goodbadqueen: New performance video for The Truce of Twilight, directed by Paul Simonon, shot on his phone last week in London.
Set you…",#,@goodbadqueen@,0,104
1102611013449535488,Damonalbarn,Mon Mar 04 16:45:25 +0000 2019,"RT @goodbadqueen: Listen to a selection of songs chosen by Damon Albarn - “Road To Kankan” 
Now playing on @Spotify https://t.co/V2p2hJ70yw…",#,@goodbadqueen@Spotify@,0,92
1097470469568110592,Damonalbarn,Mon Feb 18 12:18:44 +0000 2019,"Uganda: Artists should not have to seek government approval to make their art
https://t.co/Ns9XgKj4T6",#,@,1164,222
1075690498319413253,Damonalbarn,Thu Dec 20 09:52:54 +0000 2018,"RT @goodbadqueen: TICKETS ON SALE NOW
🎟 https://t.co/ofi3fZtZXN

Merrie Land is out now: https://t.co/g8L6K8SSZl 

#MerrieLand https://t.co…",#MerrieLand#,@goodbadqueen@,0,36
1074981071433940992,Damonalbarn,Tue Dec 18 10:53:54 +0000 2018,"RT @goodbadqueen: New dates added: Tickets onsale Thursday 20th December at 9am. https://t.co/H3aPxevefB
Merrie Land is out now: https://t.…",#,@goodbadqueen@,0,53
1072079964084862977,Damonalbarn,Mon Dec 10 10:45:56 +0000 2018,"RT @JonathanDean_: “Hopefully, Ed Sheeran’s going to write a post-Brexit opus” 
Had a chat with DAMON ALBARN about the ⁦@ST_Culture⁩ album…",#,@JonathanDean_@ST_Culture@,0,49
1068168492459978752,Damonalbarn,Thu Nov 29 15:43:08 +0000 2018,"RT @goodbadqueen: Who's Good, Who's Bad? Watch @antoinedecaunes @3615popopop chat with  Damon and Paul about Merrie Land here: https://t.co…",#,@goodbadqueen@antoinedecaunes@3615popopop@,0,51
1063142777532399619,Damonalbarn,Thu Nov 15 18:52:45 +0000 2018,"RT @goodbadqueen: ""This tram is for Stargate, Next stop Uncle Tom's Cabin""
The Great Fire, taken from the album 'Merrie Land' out tomorrow.…",#,@goodbadqueen@,0,103
1063059318570913792,Damonalbarn,Thu Nov 15 13:21:06 +0000 2018,"RT @goodbadqueen: ""The sorrows of slate and sugar cane are hers""
Lady Boston, taken from the album 'Merrie Land' out this Friday. 
Pre-orde…",#,@goodbadqueen@,0,84
1062363462364528641,Damonalbarn,Tue Nov 13 15:16:01 +0000 2018,"RT @ST_Culture: Our album of the YEAR: The Good, the Bad &amp; the Queen's Merrie Land .@goodbadqueen
https://t.co/4WXWxhKaQL https://t.co/J1aG…",#,@ST_Culture@goodbadqueen@,0,106
1055069575526694913,Damonalbarn,Wed Oct 24 12:12:43 +0000 2018,RT @goodbadqueen: We cheer on the clowns as they roll into town https://t.co/TyWnE9Kjuk #MerrieLand https://t.co/3BoOKr78X0,#MerrieLand#,@goodbadqueen@,0,623
1040264223778111489,Damonalbarn,Thu Sep 13 15:41:32 +0000 2018,Rest In Peace Rachid Taha https://t.co/MqOlLBGDHb,#,@,2640,457
1036237308322824193,Damonalbarn,Sun Sep 02 13:00:01 +0000 2018,"2nd September marks the start of Africa Express’s 2012 Olympics train tour. The train, fill it with 100 artists fro… https://t.co/uu22uqmxvV",#,@,1987,284
1121099358529679360,EricClapton,Wed Apr 24 17:11:30 +0000 2019,"Lianne La Havas is joining us for Crossroads Guitar Festival 2019, Lianne is a British singer, songwriter and guita… https://t.co/FrjZcz5IVv",#,@,540,65
1121098669749497857,EricClapton,Wed Apr 24 17:08:46 +0000 2019,Pleased to announce that John Mayer has joined the roster for Crossroads Guitar Festival 2019. John is one of a sma… https://t.co/B37qgg3II1,#,@,1043,158
1120704342892224517,EricClapton,Tue Apr 23 15:01:51 +0000 2019,"Eric Clapton live at Chase Center on September 11. From April 23-25, Chase cardholders get advance ticket access, b… https://t.co/ivePMbF9ve",#,@,513,76
1120379385222029312,EricClapton,Mon Apr 22 17:30:35 +0000 2019,EC TO PLAY THREE U.S. CONCERTS AHEAD OF CGF For more details visit https://t.co/pVwKRy7OlK,#,@,570,100
1113502989816201216,EricClapton,Wed Apr 03 18:06:15 +0000 2019,Happy to announce that Citizen Cope will join us again this year at Crossroads Guitar Festival 2019! https://t.co/i9oftJTflf,#,@,394,52
1113096886838222849,EricClapton,Tue Apr 02 15:12:32 +0000 2019,#CitiPresale for Eric Clapton’s Crossroads Guitar Festival in Dallas TX  is happening NOW for @CitibankUS cardmembe… https://t.co/x2QGPhqMqu,#CitiPresale#,@CITIbankUS@,253,58
1111807574314115072,EricClapton,Sat Mar 30 01:49:16 +0000 2019,#sponsored https://t.co/bektWpncMX,#sponsored#,@,409,68
1111807071257690112,EricClapton,Sat Mar 30 01:47:16 +0000 2019,#AD https://t.co/7ucFLVoCb7,#AD#,@,765,122
1111347189966499840,EricClapton,Thu Mar 28 19:19:52 +0000 2019,https://t.co/KrppoyWCbg,#,@,922,208
1111304278315016197,EricClapton,Thu Mar 28 16:29:21 +0000 2019,Just announced. Crossroads Guitar Festival 2019 will take place Sept 20-21 in Dallas TX Presale tickets available a… https://t.co/MEwAXPR1sK,#,@,985,251
1087764938871910400,EricClapton,Tue Jan 22 17:32:25 +0000 2019,Spotify is offering an exclusive grey vinyl variant of ‘Slowhand’ to  listeners. Check your email to see if you’re… https://t.co/uM5orrFqDN,#,@,588,84
1086705984536367104,EricClapton,Sat Jan 19 19:24:31 +0000 2019,"Udo  Artists Inc announced today that Eric Clapton will perform at Tokyo’s Nippon  Budokan on April 13, 15, 17, 18… https://t.co/HdIQyYuzUn",#,@,1482,456
1075460248884850688,EricClapton,Wed Dec 19 18:37:59 +0000 2018,Eric Clapton was inspired by @bobdylan and drew the artwork for Happy Xmas himself on hotel stationery! https://t.co/8iMn3FBJAC,#,@bobdylan@,650,150
1074817100965769216,EricClapton,Tue Dec 18 00:02:20 +0000 2018,"""I'd love to spend this Christmas with the folks in my hometown"" 🎶
https://t.co/iznm3wiX5u",#,@,635,130
1073670838132518912,EricClapton,Fri Dec 14 20:07:30 +0000 2018,The limited edition die-cut with two bonus tracks is now available on @amazon ---&gt; https://t.co/Qe1A831rKt https://t.co/IiYmB65L62,#,@amazon@,370,60
1072992232146296832,EricClapton,Wed Dec 12 23:10:58 +0000 2018,"A Clapton Christmas!

Watch the special now on YouTube as well as MTV Live and MTV Classic all throughout December. https://t.co/FqyW76O7IP",#,@,572,135
1072213103868137472,EricClapton,Mon Dec 10 19:34:59 +0000 2018,"Eric pays tribute to Avicii with Jingle bells
https://t.co/RExj9J3V2i https://t.co/YCoUw15yBr",#,@,673,134
1071476779565539328,EricClapton,Sat Dec 08 18:49:05 +0000 2018,"Have Yourself A Merry Little Christmas
https://t.co/R8LBV1665w https://t.co/aQEsAnvcz2",#,@,861,153
1070741675339739136,EricClapton,Thu Dec 06 18:08:03 +0000 2018,"""I’ll be home for the holidays
Was thinking I’d stay away, oh no
I can’t wait to see your smiling face
Baby I’m on… https://t.co/ZVGn0JHVuS",#,@,621,132
1070359209747849216,EricClapton,Wed Dec 05 16:48:16 +0000 2018,"""Home For The Holidays"" new lyric video premiering tomorrow at 10am PST https://t.co/zs8AnLj6ns",#,@,454,78
1119273162196299777,Feder_Music,Fri Apr 19 16:14:51 +0000 2019,See you tomorrow! ☀️ @lafoliedoucebel https://t.co/42iNjHzJvi,#,@lafoliedoucebel@,12,2
1115672632802856960,Feder_Music,Tue Apr 09 17:47:38 +0000 2019,"This friday night!
@FestPanoramas #22 &gt;&gt;&gt;&gt; https://t.co/05qRbhGtqq https://t.co/QgmL0htZ4E",#,@FestPanoramas@,23,6
1109088316044046336,Feder_Music,Fri Mar 22 13:43:55 +0000 2019,"Proud of your amazing remixes, love you all!
@Damienndrix  / @LOVRA_MUSIC  @MokoaMusic / JEN JIS / SIVS
Click ➦… https://t.co/FtP3kT8qpG",#,@Damienndrix@LOVRA_MUSIC@MokoaMusic@,30,12
1106971829325852672,Feder_Music,Sat Mar 16 17:33:45 +0000 2019,"Command and Conquer ™
-
📸 @jeremielevypon à Paris, France https://t.co/FoW8FVg5FH",#,@jeremielevypon@,9,1
1105194467626225665,Feder_Music,Mon Mar 11 19:51:09 +0000 2019,"One man land.
-
📸 @jeremielevypon à Crans Montana https://t.co/R3uD50SrF4",#,@jeremielevypon@,11,2
1103393185538150402,Feder_Music,Wed Mar 06 20:33:30 +0000 2019,About last week-end. https://t.co/fHx56jI7bw,#,@,36,4
1101217121416171523,Feder_Music,Thu Feb 28 20:26:36 +0000 2019,"Let's go clubbing in the mountains this saturday night!
https://t.co/7iwL76WVr4 https://t.co/ktHB6CYPnu",#,@,9,2
1101209660126826501,Feder_Music,Thu Feb 28 19:56:57 +0000 2019,Looking forward to the summer tour! https://t.co/CF4EOetqwP,#,@,51,7
1099232179324928000,Feder_Music,Sat Feb 23 08:59:08 +0000 2019,Hello Switzerland ! https://t.co/TxSf91SHHH,#,@,15,3
1097461719612514307,Feder_Music,Mon Feb 18 11:43:58 +0000 2019,Thanks @LeParisienWE for this portrait ! ✌️ https://t.co/NcseLeZ0a3,#,@LeParisienWE@,35,11
1097122990288977921,Feder_Music,Sun Feb 17 13:17:59 +0000 2019,"PARIS will always be magical, thank you all ❤️ https://t.co/6q9zOxvquI",#,@,42,4
1096480908104945665,Feder_Music,Fri Feb 15 18:46:34 +0000 2019,"Paris, rdv ce soir pour retourner Le Bridge avec BOSTON BUN et MAESIC ! https://t.co/GpZKgAvBLQ",#,@,23,2
1095667839531446272,Feder_Music,Wed Feb 13 12:55:44 +0000 2019,Merci à @Madamefigaro pour ce portrait ! https://t.co/PUjN7tQ1g8,#,@Madamefigaro@,20,9
1095383764816007170,Feder_Music,Tue Feb 12 18:06:55 +0000 2019,Football Club Forestière ⚽️ https://t.co/UlTfMVQO5o,#,@,22,4
1095080802029891584,Feder_Music,Mon Feb 11 22:03:03 +0000 2019,"A year full of live concerts, dj sets and trips ! 
Thanks to my team for the support, more to come in 2019. 
Full v… https://t.co/cC0ymOGD4L",#,@,37,10
1095015574437068802,Feder_Music,Mon Feb 11 17:43:52 +0000 2019,"[NEWS]
Changement de décor, même programme. 1 semaine pour éclater le Bridge avec les parisiens le 15/02 !

See you… https://t.co/aGQmqxQyqV",#,@,18,5
1088077285087944705,Feder_Music,Wed Jan 23 14:13:34 +0000 2019,Check out my interview with @TheMusicEss 🙌 #THEInterview https://t.co/nBBjKfxCJB,#THEInterview#,@TheMusicEss@,14,9
1077540188610543621,Feder_Music,Tue Dec 25 12:22:55 +0000 2018,Merry christmas to everyone!!! https://t.co/mDURFpmths,#,@,89,12
1077170523262644225,Feder_Music,Mon Dec 24 11:54:00 +0000 2018,"RT @snep: L'album ""Désobéissance"" de Mylène Farmer est certifié Double Platine ! 💿

200 000 équivalents ventes 📈

Bravo ! 👏 https://t.co/Qr…",#,@snep@,0,66
1070974236431409153,Feder_Music,Fri Dec 07 09:32:10 +0000 2018,"Ready? Take a seat and check out my new video NOW 🔥
➡ https://t.co/p19llOO5Lk
Track available here… https://t.co/bTfJat76Jn",#,@,31,11
1121463848366526464,SoGallant,Thu Apr 25 17:19:51 +0000 2019,RT @danwon69: @SoGallant been smiling a lot more lately so i know this album boutta be fire,#,@danwon69@SoGallant@,0,10
1120923175687086081,SoGallant,Wed Apr 24 05:31:25 +0000 2019,chalkzone theme still slaps,#,@,220,53
1120784007472353280,SoGallant,Tue Apr 23 20:18:25 +0000 2019,see u there https://t.co/lVj8jqWrMs,#,@,24,1
1120736755466956802,SoGallant,Tue Apr 23 17:10:39 +0000 2019,i am urkel,#,@,55,5
1120544804100812800,SoGallant,Tue Apr 23 04:27:54 +0000 2019,RT @bigvr0: @SoGallant Cause you’re THE shit,#,@bigvr0@SoGallant@,0,1
1120507549806149632,SoGallant,Tue Apr 23 01:59:52 +0000 2019,nah bro u need that more than i do https://t.co/mK4nYLa2uA,#,@,101,1
1120503559202770945,SoGallant,Tue Apr 23 01:44:01 +0000 2019,flies all around me,#,@,76,4
1120323391582457856,SoGallant,Mon Apr 22 13:48:05 +0000 2019,valentino%% https://t.co/ywA5gRW4UL,#,@,583,213
1120213853348876288,SoGallant,Mon Apr 22 06:32:49 +0000 2019,like really wack,#,@,204,25
